game_session,installation_id,title,num_correct,num_incorrect,accuracy,accuracy_group
4875abd026b275d0,265bfa7d,Bird Measurer (Assessment),1,1,0.5,2
4b22ace9f772f477,265bfa7d,Bird Measurer (Assessment),1,4,0.2,1
4e4e022e1280cb1a,265bfa7d,Bird Measurer (Assessment),1,3,0.25,1
5bfb66e86f7fef88,265bfa7d,Chest Sorter (Assessment),1,0,1,3
60ea773082f109ff,265bfa7d,Cart Balancer (Assessment),1,0,1,3
67f83284cfcda249,265bfa7d,Chest Sorter (Assessment),1,1,0.5,2
76a039652dbe773f,265bfa7d,Mushroom Sorter (Assessment),1,0,1,3
79daf38e89ee165f,265bfa7d,Cauldron Filler (Assessment),1,1,0.5,2
7de2bdb6f448ffe8,265bfa7d,Cart Balancer (Assessment),1,0,1,3
8cccfa0db2dfdd6c,265bfa7d,Mushroom Sorter (Assessment),1,0,1,3
96e6cbf16fe52885,265bfa7d,Chest Sorter (Assessment),1,0,1,3
af733e1cf22875f2,265bfa7d,Cart Balancer (Assessment),1,0,1,3
b2a5267832463b4a,265bfa7d,Bird Measurer (Assessment),1,0,1,3
baaa9c7ac5623794,265bfa7d,Cauldron Filler (Assessment),1,0,1,3
d6f242e3d3d4e662,265bfa7d,Cauldron Filler (Assessment),1,0,1,3
dbe527893a437dfd,265bfa7d,Bird Measurer (Assessment),1,0,1,3
dca7b39890885f89,265bfa7d,Cauldron Filler (Assessment),1,0,1,3
e97178e33810c758,265bfa7d,Chest Sorter (Assessment),1,0,1,3
eebf7733674be4d8,265bfa7d,Mushroom Sorter (Assessment),1,0,1,3
23dd2f77e6e66632,26684ff9,Cart Balancer (Assessment),1,0,1,3
297d6f3e402bf553,26684ff9,Mushroom Sorter (Assessment),1,0,1,3
2c870cc8f0bd387d,26684ff9,Cauldron Filler (Assessment),0,3,0,0
3622504ac8c4e92b,26684ff9,Bird Measurer (Assessment),1,6,0.14285714285714285,1
436cec2042ca4f0e,26684ff9,Cauldron Filler (Assessment),1,0,1,3
5b093f542a0d6fc3,26684ff9,Cart Balancer (Assessment),1,0,1,3
5d53f25ac4c05c30,26684ff9,Cart Balancer (Assessment),1,0,1,3
5e0b30de6dd9175f,26684ff9,Chest Sorter (Assessment),0,5,0,0
616eea2987375011,26684ff9,Bird Measurer (Assessment),1,7,0.125,1
6f21f741a8f046fd,26684ff9,Chest Sorter (Assessment),0,12,0,0
7c8480827409010e,26684ff9,Mushroom Sorter (Assessment),1,2,0.3333333333333333,1
92ef1434b0e823a9,26684ff9,Cart Balancer (Assessment),1,0,1,3
b6c05ad66ab1ad4f,26684ff9,Chest Sorter (Assessment),0,1,0,0
c9a01f9de538a40d,26684ff9,Chest Sorter (Assessment),0,1,0,0
f09ca713c8959883,26684ff9,Cart Balancer (Assessment),1,0,1,3
d4dc7bbada3a91aa,2672b955,Mushroom Sorter (Assessment),1,0,1,3
45032bc06ade4fad,268e407b,Cauldron Filler (Assessment),1,0,1,3
56831cf548602262,268e407b,Cauldron Filler (Assessment),1,0,1,3
5a2591db742a6ad7,2691f124,Mushroom Sorter (Assessment),1,0,1,3
f717cee40fed88be,2691f124,Bird Measurer (Assessment),1,0,1,3
1888a509b91dae5f,26998071,Bird Measurer (Assessment),0,7,0,0
ddbaf5bd57baa125,26998071,Chest Sorter (Assessment),0,4,0,0
b0e4dd9fd511c6cc,269eca6d,Bird Measurer (Assessment),1,5,0.16666666666666666,1
390e5e68b4b370c4,26ab8f19,Cart Balancer (Assessment),1,0,1,3
6d2225c1b257f01f,26c49948,Mushroom Sorter (Assessment),1,2,0.3333333333333333,1
756aeb8ebfcec1d3,26c49948,Cauldron Filler (Assessment),1,0,1,3
b2d147422049a51f,26c49948,Cart Balancer (Assessment),0,1,0,0
031a42ccc89e9760,26d524bb,Mushroom Sorter (Assessment),1,0,1,3
18f5697b045eb877,26ef4a4a,Cauldron Filler (Assessment),1,0,1,3
380c31dd666edbb8,26ef4a4a,Chest Sorter (Assessment),1,2,0.3333333333333333,1
4c4836fae8c74089,26ef4a4a,Bird Measurer (Assessment),1,1,0.5,2
4e3fa8a9c0dd24b9,26ef4a4a,Mushroom Sorter (Assessment),1,2,0.3333333333333333,1
ccb10b8449e9f138,26ef4a4a,Cart Balancer (Assessment),1,1,0.5,2
d7c299028d21a535,26ef4a4a,Cart Balancer (Assessment),1,0,1,3
f91e86d56f8d58e1,26ef4a4a,Cart Balancer (Assessment),1,0,1,3
74ce9eceaf83f235,26f7f2cb,Mushroom Sorter (Assessment),0,1,0,0
9bacc872bd9408f0,26f7f2cb,Cauldron Filler (Assessment),1,0,1,3
b7742eed6c0dc4d6,26f7f2cb,Mushroom Sorter (Assessment),1,0,1,3
040911955d12d7a0,27224ec1,Cauldron Filler (Assessment),1,0,1,3
4d25f882cf7189fa,27224ec1,Cauldron Filler (Assessment),1,0,1,3
508753c2dfb7e6fe,27224ec1,Cart Balancer (Assessment),1,0,1,3
d89e6695decb32d1,27224ec1,Mushroom Sorter (Assessment),1,0,1,3
e320706ad1dadbd4,27224ec1,Chest Sorter (Assessment),0,3,0,0
1ebb527f6bd5400f,272d77a3,Cauldron Filler (Assessment),1,0,1,3
474643e5286bf44b,272d77a3,Cauldron Filler (Assessment),1,0,1,3
179c38f9079d47de,27418ceb,Mushroom Sorter (Assessment),1,1,0.5,2
b8fd09852c0b94c9,27418ceb,Cauldron Filler (Assessment),1,0,1,3
0c075f38c0223d45,27554b53,Mushroom Sorter (Assessment),1,0,1,3
7e1e0c915f75e91d,27554b53,Mushroom Sorter (Assessment),1,1,0.5,2
a57a658d6a301a89,27554b53,Mushroom Sorter (Assessment),1,0,1,3
b5071351dd5beaa1,27554b53,Mushroom Sorter (Assessment),1,0,1,3
c11e55ff8e6ed31c,27554b53,Bird Measurer (Assessment),1,7,0.125,1
134d70aae05d3af1,276e06a0,Bird Measurer (Assessment),0,1,0,0
5732814ad435b4de,277104d1,Bird Measurer (Assessment),1,0,1,3
5a85e7504e403b21,277104d1,Bird Measurer (Assessment),1,6,0.14285714285714285,1
6b20f749e9fea988,277104d1,Mushroom Sorter (Assessment),1,0,1,3
dd75966a6e043482,277104d1,Bird Measurer (Assessment),1,17,0.05555555555555555,1
035bd5add393a13f,27949ce8,Cart Balancer (Assessment),0,2,0,0
08289568063ed597,27949ce8,Mushroom Sorter (Assessment),1,1,0.5,2
0bca4a6363592084,27949ce8,Chest Sorter (Assessment),0,3,0,0
436a0b9c0d9dcfc9,27949ce8,Mushroom Sorter (Assessment),1,1,0.5,2
4382a408abb0dcaa,27949ce8,Mushroom Sorter (Assessment),1,4,0.2,1
447a810a59e12750,27949ce8,Bird Measurer (Assessment),1,2,0.3333333333333333,1
5943e7ac84d6ce26,27949ce8,Mushroom Sorter (Assessment),1,0,1,3
6dfde60b04508c47,27949ce8,Bird Measurer (Assessment),1,2,0.3333333333333333,1
82a48ca720025099,27949ce8,Bird Measurer (Assessment),1,0,1,3
8fb72d173f433bcd,27949ce8,Bird Measurer (Assessment),1,1,0.5,2
a0115e1d611797be,27949ce8,Cauldron Filler (Assessment),1,0,1,3
a7708f9377ec59bc,27949ce8,Bird Measurer (Assessment),0,16,0,0
b372b14449574a79,27949ce8,Cauldron Filler (Assessment),1,0,1,3
be9f9c7cd77871d4,27949ce8,Chest Sorter (Assessment),0,9,0,0
bf15be42ec5ddc47,27949ce8,Bird Measurer (Assessment),0,5,0,0
ca34afdb9c330f59,27949ce8,Bird Measurer (Assessment),0,18,0,0
cc6f2859b9409276,27949ce8,Cart Balancer (Assessment),1,1,0.5,2
d2e5b5ba9817aed5,27949ce8,Mushroom Sorter (Assessment),1,0,1,3
f967b8fca38c1830,27949ce8,Cart Balancer (Assessment),1,0,1,3
136f9eef2df6d04f,27c14aa4,Cart Balancer (Assessment),1,0,1,3
18eb4595540095a1,27c14aa4,Bird Measurer (Assessment),1,1,0.5,2
4d0fe24d9b057d60,27c14aa4,Cauldron Filler (Assessment),1,0,1,3
74726fe8f9b57621,27c14aa4,Chest Sorter (Assessment),0,3,0,0
d156a6e6f0ada77d,27c14aa4,Mushroom Sorter (Assessment),1,0,1,3
40cac34b6f3af04b,27f4aef7,Chest Sorter (Assessment),0,7,0,0
d50da7eef1f2e2a3,27f5fc57,Chest Sorter (Assessment),0,2,0,0
eb6a575703b1d727,27f5fc57,Cauldron Filler (Assessment),0,7,0,0
fed6607b1c21b80a,27f5fc57,Cauldron Filler (Assessment),0,3,0,0
2960f0db9be95961,27ff6e96,Cauldron Filler (Assessment),1,1,0.5,2
d39a6e29d0e1102d,27ff6e96,Mushroom Sorter (Assessment),0,1,0,0
9eadf36456c94015,280d21e1,Cauldron Filler (Assessment),1,0,1,3
11d15680da8e7391,281e0b40,Chest Sorter (Assessment),0,7,0,0
256bf368ba190b58,281e0b40,Cart Balancer (Assessment),1,0,1,3
3612460b518ef4e5,281e0b40,Cart Balancer (Assessment),1,0,1,3
7860a7a2dcd12810,281e0b40,Chest Sorter (Assessment),1,3,0.25,1
24cdcd13f8c83a6a,281f09d5,Mushroom Sorter (Assessment),1,1,0.5,2
7ff4b4c759cf29b7,281f09d5,Bird Measurer (Assessment),1,0,1,3
824eb235714945c3,281f09d5,Cart Balancer (Assessment),1,1,0.5,2
ddfabb4f1b8026ca,281f09d5,Chest Sorter (Assessment),0,2,0,0
89608168e44746ae,28351d4e,Cauldron Filler (Assessment),1,0,1,3
c7905cfd23d8e5cf,28351d4e,Cauldron Filler (Assessment),1,2,0.3333333333333333,1
cc298dd0a55715cb,2836f356,Mushroom Sorter (Assessment),1,0,1,3
d4c9064fb97b7662,2836f356,Bird Measurer (Assessment),1,2,0.3333333333333333,1
39918416a335a83d,283b890c,Cart Balancer (Assessment),1,1,0.5,2
4936c2649ec85136,283b890c,Cauldron Filler (Assessment),1,0,1,3
5cc8f442e00b8dc4,283b890c,Chest Sorter (Assessment),1,0,1,3
66a42374f42b40d8,283b890c,Cauldron Filler (Assessment),1,0,1,3
69f25683a02dad65,283b890c,Bird Measurer (Assessment),1,0,1,3
843be1aca81b90c2,283b890c,Chest Sorter (Assessment),1,0,1,3
8705c45d328fe673,283b890c,Mushroom Sorter (Assessment),1,0,1,3
a0b429f5dca7a2c8,283b890c,Bird Measurer (Assessment),0,2,0,0
a7c14a7f3d812ac5,283b890c,Mushroom Sorter (Assessment),1,0,1,3
c2fa6d9ae5982211,283b890c,Cart Balancer (Assessment),1,0,1,3
252ec1303ddd6822,28433ead,Mushroom Sorter (Assessment),0,1,0,0
5c3b7fa2884e8ee4,28433ead,Bird Measurer (Assessment),0,8,0,0
92fae14bb6ae0d75,28433ead,Cauldron Filler (Assessment),1,0,1,3
982b867835fcbfe5,28433ead,Cart Balancer (Assessment),0,1,0,0
57eea85064b41189,286965cf,Cauldron Filler (Assessment),1,0,1,3
a93efa6a67293c87,286965cf,Cart Balancer (Assessment),0,1,0,0
b7afc3ee88399318,286965cf,Cauldron Filler (Assessment),0,3,0,0
741e6d978b8abff1,28ade8fe,Cart Balancer (Assessment),1,2,0.3333333333333333,1
1a0dc2c78972fc57,28be351b,Chest Sorter (Assessment),0,1,0,0
f7b887ae8267e51d,28be351b,Cart Balancer (Assessment),1,3,0.25,1
da3d77b0a672b249,28bf9492,Cauldron Filler (Assessment),1,0,1,3
da77f17e500e35fa,28c61280,Mushroom Sorter (Assessment),0,6,0,0
88ee115bf354822a,28ff0400,Mushroom Sorter (Assessment),1,0,1,3
0e6d54d5354e0ec4,292075c1,Mushroom Sorter (Assessment),1,0,1,3
0f94319b60cfa0e5,292075c1,Cart Balancer (Assessment),1,0,1,3
28865a261244c0ee,292075c1,Chest Sorter (Assessment),1,3,0.25,1
aca35ef3e58c244b,292075c1,Cauldron Filler (Assessment),1,0,1,3
eaffa83521219303,292075c1,Bird Measurer (Assessment),1,0,1,3
7592ce0602e0ee27,292f912b,Cart Balancer (Assessment),1,0,1,3
04255f1c49194816,2938c185,Mushroom Sorter (Assessment),0,1,0,0
098376e06314f219,293b1825,Bird Measurer (Assessment),0,4,0,0
5ec610ae43ba3545,296f8e73,Bird Measurer (Assessment),1,0,1,3
71def06bd8bc65a7,296f8e73,Mushroom Sorter (Assessment),1,0,1,3
0c549cafe57362da,2970f996,Cart Balancer (Assessment),0,2,0,0
162096f73453f883,2970f996,Cauldron Filler (Assessment),0,1,0,0
3795c3cd5408fcf5,2970f996,Cart Balancer (Assessment),0,2,0,0
5fd5931b00b04863,2970f996,Chest Sorter (Assessment),0,2,0,0
b50d4377c7ed0e01,2970f996,Cauldron Filler (Assessment),0,1,0,0
b8bc09cba5a67e56,2970f996,Bird Measurer (Assessment),0,1,0,0
bc43a8e4ab566927,2970f996,Cauldron Filler (Assessment),0,3,0,0
e650d3924e81d6d3,2970f996,Cart Balancer (Assessment),0,1,0,0
1d9d43462493183f,2977c68b,Cauldron Filler (Assessment),1,1,0.5,2
92338ec5fb7020cd,2977c68b,Cauldron Filler (Assessment),1,0,1,3
cda7eb85e71cbacb,2977c68b,Cauldron Filler (Assessment),1,2,0.3333333333333333,1
d69ee7ce5fd772a0,2977c68b,Cart Balancer (Assessment),1,0,1,3
66a607121988ab68,2983a7b6,Cart Balancer (Assessment),1,0,1,3
5e8eed12986c0543,298479bb,Cauldron Filler (Assessment),1,2,0.3333333333333333,1
fd9b634f446bb3b9,298479bb,Cauldron Filler (Assessment),1,0,1,3
416d5efa2425e7ad,29a8065d,Cauldron Filler (Assessment),1,0,1,3
ceae9999777a1bfa,29a8065d,Cauldron Filler (Assessment),1,1,0.5,2
0cc2860760af2bd8,29ade093,Mushroom Sorter (Assessment),1,0,1,3
159909335cc4e168,29ade093,Mushroom Sorter (Assessment),1,0,1,3
1984a68da9ea3b7e,29ade093,Chest Sorter (Assessment),0,3,0,0
322c91d27db69e0e,29ade093,Cart Balancer (Assessment),1,0,1,3
4963541d5ff001ec,29ade093,Cart Balancer (Assessment),1,0,1,3
616e80383e4c8c71,29ade093,Cart Balancer (Assessment),1,0,1,3
63dc33a2aa97ce55,29ade093,Cauldron Filler (Assessment),1,0,1,3
6b07d289d395e873,29ade093,Bird Measurer (Assessment),1,0,1,3
a030711e37b8bd9c,29ade093,Cauldron Filler (Assessment),1,0,1,3
b65bd8ed7b3ed67f,29ade093,Cart Balancer (Assessment),1,0,1,3
b7b197e65c99d688,29ade093,Chest Sorter (Assessment),0,3,0,0
cdd01883e8b34192,29ade093,Chest Sorter (Assessment),0,3,0,0
efdaa90178d3b2e4,29ade093,Mushroom Sorter (Assessment),1,0,1,3
f51b163d0ca35b49,29ade093,Bird Measurer (Assessment),1,0,1,3
f61f66d5d21fa3db,29ade093,Chest Sorter (Assessment),0,6,0,0
22cd5414f7fce51f,29b1134f,Cart Balancer (Assessment),1,1,0.5,2
230f31bb5adb3884,29b1134f,Mushroom Sorter (Assessment),1,2,0.3333333333333333,1
27e9b6af354ae86e,29b1134f,Cart Balancer (Assessment),1,0,1,3
2f6fb29945110087,29b1134f,Chest Sorter (Assessment),1,4,0.2,1
36e01cafe1d4a810,29b1134f,Cauldron Filler (Assessment),1,0,1,3
39241ec4df9d47af,29b1134f,Cart Balancer (Assessment),1,0,1,3
39d5b6da5b8a7971,29b1134f,Cauldron Filler (Assessment),1,0,1,3
4c1022f79ac3ebcb,29b1134f,Bird Measurer (Assessment),1,9,0.1,1
579794ff83d4b59b,29b1134f,Bird Measurer (Assessment),0,1,0,0
5b35c5eaae6aa81f,29b1134f,Chest Sorter (Assessment),1,4,0.2,1
85380c5e0d23328c,29b1134f,Cart Balancer (Assessment),1,0,1,3
853f907a2966f20a,29b1134f,Bird Measurer (Assessment),0,7,0,0
9383d4004fb936f6,29b1134f,Bird Measurer (Assessment),1,6,0.14285714285714285,1
9a2747f98da0612b,29b1134f,Chest Sorter (Assessment),0,8,0,0
a1080d888efce53a,29b1134f,Cart Balancer (Assessment),1,0,1,3
b0197a9e40d8454f,29b1134f,Mushroom Sorter (Assessment),0,1,0,0
b09aa3969b10a09f,29b1134f,Mushroom Sorter (Assessment),1,0,1,3
b7fb3c3391412657,29b1134f,Chest Sorter (Assessment),1,7,0.125,1
bb3cb5a41bdb3f4b,29b1134f,Mushroom Sorter (Assessment),1,6,0.14285714285714285,1
bb65277ce4a5c74e,29b1134f,Cauldron Filler (Assessment),1,0,1,3
c56b560eb70f32a9,29b1134f,Cauldron Filler (Assessment),1,1,0.5,2
cc8afa2f03f16d04,29b1134f,Chest Sorter (Assessment),0,1,0,0
d1a4ee6587150b81,29b1134f,Cauldron Filler (Assessment),1,1,0.5,2
d9ce62c16d776c4a,29b1134f,Cart Balancer (Assessment),0,4,0,0
debdd15a36206361,29b1134f,Bird Measurer (Assessment),0,9,0,0
e0e8e000d4855e00,29b1134f,Cart Balancer (Assessment),1,0,1,3
e885c2a585369f4f,29b1134f,Cart Balancer (Assessment),1,0,1,3
ef68fcf458f59d02,29b1134f,Mushroom Sorter (Assessment),1,1,0.5,2
ef99eb4fe2c317c9,29b1134f,Cauldron Filler (Assessment),0,3,0,0
f31a2293a318c86a,29b1134f,Cart Balancer (Assessment),1,0,1,3
3ad65d9aed36a0b8,29b12ea2,Bird Measurer (Assessment),1,1,0.5,2
155dd9fbf2e97187,29d0fbd9,Cauldron Filler (Assessment),0,2,0,0
9453d898caade5ec,29d0fbd9,Cart Balancer (Assessment),1,2,0.3333333333333333,1
96619633d86c04d4,29d0fbd9,Bird Measurer (Assessment),0,1,0,0
d6371420df17801e,29d0fbd9,Cart Balancer (Assessment),0,2,0,0
0014403daadf67aa,29d1aaee,Bird Measurer (Assessment),1,3,0.25,1
153db1a6821b651d,29d1aaee,Chest Sorter (Assessment),1,0,1,3
22c97ceeea433c57,29d1aaee,Cauldron Filler (Assessment),1,0,1,3
2af5f41d0fa7ad7c,29d1aaee,Mushroom Sorter (Assessment),1,0,1,3
2c4d69e7aff2c474,29d1aaee,Cauldron Filler (Assessment),1,1,0.5,2
314ad988e1dd241f,29d1aaee,Cart Balancer (Assessment),1,0,1,3
412a7988647ba163,29d1aaee,Cart Balancer (Assessment),1,0,1,3
69167d5f08433a1a,29d1aaee,Bird Measurer (Assessment),1,4,0.2,1
69da6325084798aa,29d1aaee,Cauldron Filler (Assessment),1,0,1,3
85bd99e6ec026966,29d1aaee,Mushroom Sorter (Assessment),1,0,1,3
996146f498380958,29d1aaee,Cart Balancer (Assessment),1,0,1,3
bb9213afab8ef9e0,29d1aaee,Cart Balancer (Assessment),1,1,0.5,2
bc890e8c04a3bd42,29d1aaee,Chest Sorter (Assessment),1,1,0.5,2
e29b60e13d8d7f99,29d1aaee,Cart Balancer (Assessment),1,0,1,3
e9083bc357f85288,29d1aaee,Chest Sorter (Assessment),1,4,0.2,1
30f6cf18cf900fc9,29d667aa,Cauldron Filler (Assessment),1,0,1,3
85bc75774e0e8aef,29d667aa,Cauldron Filler (Assessment),1,0,1,3
872cd669c8a6ec7a,29d667aa,Cauldron Filler (Assessment),1,0,1,3
a1586ebdb6451b6a,29d667aa,Cauldron Filler (Assessment),1,0,1,3
bcded27cc84fd56d,29d667aa,Cauldron Filler (Assessment),1,0,1,3
d40f8f2e304844c9,29d667aa,Cauldron Filler (Assessment),1,0,1,3
0803e0cd71ab5a55,29e5b74b,Mushroom Sorter (Assessment),1,0,1,3
0a8f4b018194b0e2,29e5b74b,Bird Measurer (Assessment),1,1,0.5,2
0f89b3a93c298c53,29e5b74b,Cart Balancer (Assessment),1,0,1,3
19cf6921b7396514,29e5b74b,Cart Balancer (Assessment),1,0,1,3
1ddab8cf00cccdc4,29e5b74b,Cauldron Filler (Assessment),1,0,1,3
2400a2a9ba2e233d,29e5b74b,Bird Measurer (Assessment),1,0,1,3
24cf532ee0fd1560,29e5b74b,Bird Measurer (Assessment),0,5,0,0
2f50ea24025980c8,29e5b74b,Mushroom Sorter (Assessment),1,0,1,3
3e016a73967f44ae,29e5b74b,Cart Balancer (Assessment),1,0,1,3
470b6623fa160b85,29e5b74b,Bird Measurer (Assessment),1,0,1,3
4802beccda3f2e88,29e5b74b,Cart Balancer (Assessment),1,0,1,3
52ab3e8b7594d95f,29e5b74b,Cauldron Filler (Assessment),1,0,1,3
679f0165cf197476,29e5b74b,Mushroom Sorter (Assessment),1,0,1,3
6dfedc082e51de50,29e5b74b,Mushroom Sorter (Assessment),1,0,1,3
7e939c4574f29433,29e5b74b,Cauldron Filler (Assessment),0,1,0,0
ac962c3de8429c77,29e5b74b,Cauldron Filler (Assessment),1,0,1,3
c225f7d4b9f0cb21,29e5b74b,Chest Sorter (Assessment),1,1,0.5,2
cc9c83e3fc72ee1d,29e5b74b,Cart Balancer (Assessment),1,0,1,3
d999e9cc91476f84,29e5b74b,Chest Sorter (Assessment),0,1,0,0
eb43d3365f2908ef,29e5b74b,Bird Measurer (Assessment),1,1,0.5,2
f483535570110808,29e5b74b,Mushroom Sorter (Assessment),1,0,1,3
d1585d5794983167,29fdbcc5,Cauldron Filler (Assessment),1,2,0.3333333333333333,1
3a3ea07dd80d81e7,2a128809,Mushroom Sorter (Assessment),1,0,1,3
e16c4d797fee9625,2a128809,Cauldron Filler (Assessment),1,0,1,3
528b548ead367242,2a19b836,Chest Sorter (Assessment),0,3,0,0
72e5b9cddbdb72fa,2a19b836,Cart Balancer (Assessment),1,0,1,3
bf9f8ccb7c95bc79,2a222143,Cart Balancer (Assessment),1,0,1,3
23c26b7a88e813ed,2a254497,Mushroom Sorter (Assessment),1,0,1,3
85146984e87a4eaf,2a254497,Chest Sorter (Assessment),1,1,0.5,2
b50c367a0736a220,2a254497,Mushroom Sorter (Assessment),1,0,1,3
d8d9cc34681a3269,2a254497,Cauldron Filler (Assessment),0,2,0,0
f6ef616b92300e39,2a254497,Cart Balancer (Assessment),1,0,1,3
2b2d5950feaf994e,2a59981a,Cart Balancer (Assessment),1,0,1,3
4a79601e2435deda,2a5c9f6b,Chest Sorter (Assessment),1,1,0.5,2
44bd12c098100d1a,2a5e1f5b,Mushroom Sorter (Assessment),1,0,1,3
59915fd43e1f25f5,2a5e1f5b,Mushroom Sorter (Assessment),1,0,1,3
7723131b15511403,2a5e1f5b,Bird Measurer (Assessment),1,22,0.043478260869565216,1
3f80772072daff09,2a6efccc,Cart Balancer (Assessment),1,0,1,3
58082b91b153e2a2,2a6efccc,Cauldron Filler (Assessment),1,0,1,3
2e4cc034a016cb0a,2a704e84,Chest Sorter (Assessment),0,1,0,0
993a33733323e62c,2a704e84,Cart Balancer (Assessment),0,8,0,0
514e472f3643dfb3,2a7d0473,Cart Balancer (Assessment),1,0,1,3
9defa85be6df0149,2a7d0473,Bird Measurer (Assessment),1,4,0.2,1
c2b4efcfdb00f593,2a7d0473,Cauldron Filler (Assessment),1,0,1,3
cdea34ec74738727,2a7d0473,Chest Sorter (Assessment),0,4,0,0
fc16ffa2c872f57e,2a7d0473,Cauldron Filler (Assessment),1,0,1,3
a255945214069e78,2abac457,Cauldron Filler (Assessment),1,0,1,3
b3181b2ee2cde205,2abac457,Cauldron Filler (Assessment),1,0,1,3
3016d752926830b4,2ac9d9d3,Chest Sorter (Assessment),1,10,0.09090909090909091,1
6660698dc1df1ac9,2ac9d9d3,Cart Balancer (Assessment),1,0,1,3
04c57a381d925015,2adc00e9,Chest Sorter (Assessment),1,1,0.5,2
1349c9b0859eb06c,2adc00e9,Mushroom Sorter (Assessment),1,1,0.5,2
178bf6937de77c3e,2adc00e9,Cart Balancer (Assessment),1,2,0.3333333333333333,1
2859ceba8b1ddd6b,2adc00e9,Mushroom Sorter (Assessment),1,0,1,3
2860b873d9e4656b,2adc00e9,Chest Sorter (Assessment),1,0,1,3
3e359b52337e62ff,2adc00e9,Bird Measurer (Assessment),1,1,0.5,2
41d838f5d3b05788,2adc00e9,Cauldron Filler (Assessment),1,1,0.5,2
4ef8c1f4ceb4cf21,2adc00e9,Cart Balancer (Assessment),1,5,0.16666666666666666,1
5faa7c8643977995,2adc00e9,Mushroom Sorter (Assessment),1,0,1,3
65fdd54d7425d9ce,2adc00e9,Chest Sorter (Assessment),0,6,0,0
7745dce4e97ee6bd,2adc00e9,Mushroom Sorter (Assessment),1,0,1,3
91333698c144a4e7,2adc00e9,Mushroom Sorter (Assessment),1,1,0.5,2
958afb79053c6a5c,2adc00e9,Bird Measurer (Assessment),0,2,0,0
9eec5a8d93dc75f9,2adc00e9,Bird Measurer (Assessment),1,1,0.5,2
ad345e1c82e45d22,2adc00e9,Cauldron Filler (Assessment),1,0,1,3
e7b31d6fe5e9f8f5,2adc00e9,Bird Measurer (Assessment),1,0,1,3
e7c0f1d2786216fe,2adc00e9,Cart Balancer (Assessment),1,0,1,3
efe21001d0d1b205,2adc00e9,Bird Measurer (Assessment),0,2,0,0
8b6da0846c1bcb27,2b025506,Chest Sorter (Assessment),0,1,0,0
b1c2a3dc61a0f7db,2b025506,Chest Sorter (Assessment),0,2,0,0
ceaecd98c55da4ad,2b025506,Cart Balancer (Assessment),1,0,1,3
f6ec1be5b7efc179,2b025506,Cart Balancer (Assessment),1,0,1,3
d0968a15d74752f5,2b1e900f,Cart Balancer (Assessment),1,0,1,3
074fa08493ad818b,2b2ba346,Bird Measurer (Assessment),0,1,0,0
2061d53b2ea4bdcb,2b2ba346,Chest Sorter (Assessment),1,1,0.5,2
3cc9d159ab98b9e9,2b2ba346,Cauldron Filler (Assessment),1,1,0.5,2
5bb74472d83ec0b1,2b2ba346,Bird Measurer (Assessment),1,2,0.3333333333333333,1
a39ef8cfe6041fd8,2b2ba346,Cart Balancer (Assessment),1,0,1,3
c82b655ea9d4af74,2b2ba346,Cauldron Filler (Assessment),1,2,0.3333333333333333,1
1c2c8790e572ad8a,2b2ec2df,Cauldron Filler (Assessment),1,0,1,3
2b75ba8575d3be18,2b2ec2df,Chest Sorter (Assessment),1,0,1,3
3a62e7a0d899e431,2b2ec2df,Cauldron Filler (Assessment),1,0,1,3
6c2d87e2dd06e9ca,2b2ec2df,Bird Measurer (Assessment),1,0,1,3
7a68e49f023a1611,2b2ec2df,Mushroom Sorter (Assessment),1,0,1,3
81b1868979e1b06f,2b2ec2df,Mushroom Sorter (Assessment),1,0,1,3
9e661be3c2715209,2b2ec2df,Bird Measurer (Assessment),1,4,0.2,1
842fde279e9d2fc0,2b381903,Cauldron Filler (Assessment),1,1,0.5,2
7dec7e23d17afa62,2b64115c,Chest Sorter (Assessment),0,1,0,0
ab8802f489636b6b,2b64115c,Cart Balancer (Assessment),0,1,0,0
ef1dae32c35cb9a0,2b64115c,Cauldron Filler (Assessment),1,0,1,3
08ed5ee39423fbff,2b68a5db,Cauldron Filler (Assessment),0,1,0,0
0b6ec9b8c5325fe3,2b68a5db,Cauldron Filler (Assessment),1,1,0.5,2
5e5c48af390b79ba,2b68a5db,Mushroom Sorter (Assessment),1,0,1,3
620068a76b6f38fa,2b68a5db,Cauldron Filler (Assessment),1,0,1,3
6b7a31ff63efd0c5,2b68a5db,Bird Measurer (Assessment),1,0,1,3
83a46cefec102f63,2b68a5db,Chest Sorter (Assessment),1,4,0.2,1
87eeaac6ae3e1068,2b68a5db,Mushroom Sorter (Assessment),1,0,1,3
933f5ce4b2855d9e,2b68a5db,Cart Balancer (Assessment),1,0,1,3
94ca4a235aa6ceb2,2b68a5db,Cart Balancer (Assessment),1,0,1,3
a4e2739c3316c88c,2b68a5db,Bird Measurer (Assessment),1,0,1,3
2c870a2a7e7c6993,2b948865,Mushroom Sorter (Assessment),1,0,1,3
34c69a989f119b50,2b948865,Cauldron Filler (Assessment),1,0,1,3
3e76ef7ce129340d,2b948865,Chest Sorter (Assessment),0,4,0,0
412e9f431098dd06,2b948865,Bird Measurer (Assessment),0,8,0,0
50d6311c698c28fb,2b948865,Cart Balancer (Assessment),1,0,1,3
